,Unnamed: 0,author_id,created_at,edit_history_tweet_ids,id,public_metrics,text,likecount
1150,1056,18956020,2022-10-19 16:18:28+00:00,['1582768151636606976'],1582768151636606976,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@chickyldy AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1151,1057,18956020,2022-10-19 16:17:47+00:00,['1582767979397533696'],1582767979397533696,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@AndresL_1997 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",1
1152,1058,18956020,2022-10-19 16:17:44+00:00,['1582767967002972162'],1582767967002972162,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@kaelynelizabet7 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",1
1153,1059,18956020,2022-10-19 16:15:46+00:00,['1582767470602960896'],1582767470602960896,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Marklingerfelt5 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1154,1060,18956020,2022-10-19 16:10:45+00:00,['1582766210705260549'],1582766210705260549,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@TimeforLaura AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1155,1061,18956020,2022-10-19 16:09:55+00:00,['1582765998733930496'],1582765998733930496,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@KevinZelaya333 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1156,1062,18956020,2022-10-19 16:08:12+00:00,['1582765567047368704'],1582765567047368704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Lee42655987 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1157,1063,18956020,2022-10-19 16:06:27+00:00,['1582765129053065217'],1582765129053065217,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@JakobCerasuolo AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
1158,1064,18956020,2022-10-19 16:06:26+00:00,['1582765125609848832'],1582765125609848832,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@AngelusCV69 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",1
1159,1065,18956020,2022-10-19 16:03:17+00:00,['1582764331028316160'],1582764331028316160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Gz4dsVpqLXP2gn7 AHHHHHH! That's scream for ""we'll remind you"". Reply #unsubscribe to opt-out.",0
